transaction_id,product_id,customer_id,amount,channel,transaction_date,campaign_id
TXN00000219,PRD00086,CUST00437,3299.95,web,2025-04-01,CAMPAIGN2
TXN00000220,PRD00021,CUST00160,887.97,web,2025-05-11,CAMPAIGN1
TXN00000221,PRD00022,CUST00233,4508.63,web,2025-06-12,
TXN00000225,PRD00025,CUST00264,1166.15,web,2025-02-29,CAMPAIGN1
TXN00000227,PRD00097,CUST00293,3755.38,web,2025-06-25,CAMPAIGN1
TXN00000228,PRD00019,CUST00465,4635.63,web,2025-01-27,CAMPAIGN1
TXN00000229,PRD00005,CUST00403,1221.9,web,2025-06-04,CAMPAIGN1
TXN00000230,PRD00096,CUST00254,3986.98,web,2025-01-20,CAMPAIGN2
TXN00000234,PRD00010,CUST00178,4819.06,web,2025-05-08,CAMPAIGN1
TXN00000235,PRD00053,CUST00192,3695.9,web,2025-05-10,
TXN00000242,PRD00079,CUST00095,4823.59,web,2025-04-02,CAMPAIGN2
TXN00000245,PRD00018,CUST00088,3355.9,web,2025-02-08,CAMPAIGN2
TXN00000246,PRD00082,CUST00168,1324.95,web,2025-01-09,
TXN00000250,PRD00089,CUST00085,2421.99,web,2025-01-26,
TXN00000251,PRD00035,CUST00433,1705.07,web,2025-02-14,CAMPAIGN2
TXN00000253,PRD00010,CUST00140,1075.4,web,2025-01-15,
TXN00000257,PRD00013,CUST00430,491.98,web,2025-03-02,CAMPAIGN2
TXN00000258,PRD00047,CUST00449,1810.57,web,2025-03-11,CAMPAIGN1
TXN00000263,PRD00058,CUST00155,3647.2,web,2025-01-25,CAMPAIGN1
TXN00000266,PRD00066,CUST00004,2363.71,web,2025-02-19,
TXN00000271,PRD00044,CUST00160,4371.99,web,2025-04-02,
TXN00000276,PRD00054,CUST00190,4184.77,web,2025-05-14,
TXN00000281,PRD00008,CUST00181,2267.79,web,2025-02-15,CAMPAIGN2
TXN00000282,PRD00057,CUST00387,2710.13,web,2025-05-19,
TXN00000283,PRD00003,CUST00285,1234.91,web,2025-03-14,CAMPAIGN1
TXN00000284,PRD00096,CUST00459,966.91,web,2025-05-04,CAMPAIGN1
TXN00000287,PRD00065,CUST00057,856.03,web,2025-02-27,CAMPAIGN2
TXN00000288,PRD00022,CUST00088,3902.61,web,2025-05-19,CAMPAIGN1
TXN00000294,PRD00051,CUST00357,1911.65,web,2025-03-11,
TXN00000297,PRD00044,CUST00319,2893.16,web,2025-06-26,
TXN00000302,PRD00065,CUST00082,4582.42,web,2025-05-30,CAMPAIGN2
TXN00000303,PRD00020,CUST00071,1054.01,web,2025-04-11,CAMPAIGN1
TXN00000304,PRD00094,CUST00122,1508.13,web,2025-05-16,CAMPAIGN2
TXN00000306,PRD00056,CUST00457,2390.02,web,2025-05-27,
TXN00000308,PRD00099,CUST00367,3590.24,web,2025-06-15,
TXN00000310,PRD00012,CUST00484,1791.82,web,2025-01-24,
TXN00000312,PRD00025,CUST00381,3995.75,web,2025-04-23,CAMPAIGN1
TXN00000317,PRD00060,CUST00295,2766.85,web,2025-04-18,CAMPAIGN2
TXN00000321,PRD00024,CUST00416,3460.75,web,2025-01-10,
TXN00000323,PRD00040,CUST00192,1143.12,web,2025-05-26,CAMPAIGN1
TXN00000326,PRD00086,CUST00389,2148.55,web,2025-03-23,
TXN00000328,PRD00014,CUST00201,84.8,web,2025-01-13,
TXN00000334,PRD00061,CUST00307,1963.38,web,2025-04-09,CAMPAIGN1
TXN00000344,PRD00034,CUST00251,4950.26,web,2025-04-04,CAMPAIGN1
TXN00000345,PRD00039,CUST00179,2703.91,web,2025-03-20,
TXN00000346,PRD00091,CUST00128,3931.8,web,2025-03-30,
TXN00000349,PRD00029,CUST00184,3204.06,web,2025-06-12,
TXN00000351,PRD00038,CUST00435,543.31,web,2025-03-29,CAMPAIGN1
TXN00000354,PRD00005,CUST00479,2995.72,web,2025-01-20,
TXN00000355,PRD00042,CUST00395,1325.14,web,2025-02-18,
TXN00000357,PRD00099,CUST00160,68.42,web,2025-02-16,
TXN00000364,PRD00088,CUST00414,302.34,web,2025-05-05,
TXN00000365,PRD00031,CUST00296,3779.06,web,2025-05-12,CAMPAIGN1
TXN00000369,PRD00017,CUST00291,3233.42,web,2025-06-05,CAMPAIGN2
TXN00000370,PRD00067,CUST00023,4228.1,web,2025-06-10,CAMPAIGN2
TXN00000375,PRD00057,CUST00339,4385.24,web,2025-06-26,
TXN00000379,PRD00059,CUST00053,3826.39,web,2025-06-22,CAMPAIGN1
TXN00000383,PRD00078,CUST00116,2701.21,web,2025-03-17,
TXN00000385,PRD00022,CUST00342,270.3,web,2025-01-02,CAMPAIGN2
TXN00000392,PRD00097,CUST00283,4750.8,web,2025-01-04,CAMPAIGN2
TXN00000393,PRD00050,CUST00058,3614.66,web,2025-01-10,
TXN00000397,PRD00059,CUST00431,1769.57,web,2025-06-26,CAMPAIGN2
TXN00000401,PRD00094,CUST00169,4799.33,web,2025-02-15,CAMPAIGN1
TXN00000402,PRD00037,CUST00418,3755.11,web,2025-04-08,
TXN00000406,PRD00077,CUST00285,3815.11,web,2025-04-24,CAMPAIGN1
TXN00000408,PRD00008,CUST00449,804.98,web,2025-03-10,CAMPAIGN2
TXN00000409,PRD00086,CUST00268,78.01,web,2025-03-23,CAMPAIGN1
TXN00000414,PRD00038,CUST00064,1529.9,web,2025-03-04,CAMPAIGN2
TXN00000416,PRD00061,CUST00257,200.61,web,2025-02-18,
TXN00000417,PRD00062,CUST00274,631.82,web,2025-04-03,
TXN00000419,PRD00001,CUST00100,4829.2,web,2025-05-07,
TXN00000428,PRD00081,CUST00047,2865.36,web,2025-02-13,
TXN00000431,PRD00098,CUST00251,2043.18,web,2025-02-15,CAMPAIGN1
TXN00000433,PRD00052,CUST00405,359.67,web,2025-05-07,CAMPAIGN1
TXN00000440,PRD00002,CUST00401,792.02,web,2025-02-10,CAMPAIGN1
TXN00000441,PRD00021,CUST00079,2133.66,web,2025-06-12,CAMPAIGN2
TXN00000442,PRD00015,CUST00269,2713.36,web,2025-01-25,CAMPAIGN2
TXN00000444,PRD00100,CUST00359,486.9,web,2025-01-29,
TXN00000445,PRD00023,CUST00223,2113.42,web,2025-03-27,CAMPAIGN2
TXN00000446,PRD00034,CUST00488,1648.89,web,2025-01-27,
TXN00000453,PRD00026,CUST00057,3838.59,web,2025-01-25,CAMPAIGN1
TXN00000458,PRD00092,CUST00224,2694.23,web,2025-05-25,CAMPAIGN1
TXN00000470,PRD00096,CUST00276,2662.23,web,2025-06-09,
TXN00000472,PRD00007,CUST00461,3673.94,web,2025-05-30,
TXN00000476,PRD00022,CUST00023,541.91,web,2025-05-19,
TXN00000477,PRD00013,CUST00070,4127.56,web,2025-04-08,
TXN00000480,PRD00020,CUST00215,2223.62,web,2025-05-17,
TXN00000481,PRD00064,CUST00389,1714.68,web,2025-03-23,CAMPAIGN1
TXN00000483,PRD00083,CUST00399,1676.96,web,2025-06-28,CAMPAIGN2
TXN00000487,PRD00018,CUST00016,1883.31,web,2025-04-03,CAMPAIGN2
TXN00000488,PRD00046,CUST00157,1510.27,web,2025-03-13,
TXN00000489,PRD00045,CUST00225,4891.89,web,2025-01-13,CAMPAIGN2
TXN00000492,PRD00067,CUST00013,2014.46,web,2025-01-16,CAMPAIGN2
TXN00000495,PRD00026,CUST00264,919.53,web,2025-02-09,CAMPAIGN1
TXN00000505,PRD00026,CUST00321,3208.95,web,2025-03-18,
TXN00000509,PRD00040,CUST00331,4560.5,web,2025-06-17,CAMPAIGN2
TXN00000517,PRD00054,CUST00463,103.81,web,2025-04-19,
TXN00000518,PRD00031,CUST00141,4093.19,web,2025-02-12,CAMPAIGN2
TXN00000522,PRD00088,CUST00259,3325.58,web,2025-03-08,
TXN00000523,PRD00024,CUST00231,1544.71,web,2025-02-10,
TXN00000524,PRD00068,CUST00321,868.23,web,2025-06-29,CAMPAIGN1
TXN00000525,PRD00028,CUST00105,2892.05,web,2025-03-28,CAMPAIGN2
TXN00000528,PRD00062,CUST00470,2183.03,web,2025-02-08,
TXN00000529,PRD00015,CUST00066,1349.69,web,2025-04-14,CAMPAIGN1
TXN00000530,PRD00028,CUST00096,1925.51,web,2025-04-08,CAMPAIGN2
TXN00000533,PRD00013,CUST00483,2097.81,web,2025-03-25,
TXN00000537,PRD00042,CUST00499,716.95,web,2025-04-27,CAMPAIGN2
TXN00000540,PRD00020,CUST00369,2212.48,web,2025-04-12,CAMPAIGN1
TXN00000541,PRD00100,CUST00005,2528.86,web,2025-06-26,CAMPAIGN2
TXN00000544,PRD00099,CUST00039,3781.27,web,2025-05-16,
TXN00000546,PRD00027,CUST00474,952.42,web,2025-03-03,CAMPAIGN2
TXN00000547,PRD00089,CUST00447,1458.07,web,2025-03-19,CAMPAIGN2
TXN00000548,PRD00091,CUST00169,4090.73,web,2025-06-07,CAMPAIGN2
TXN00000549,PRD00063,CUST00350,1580.86,web,2025-04-21,CAMPAIGN2
TXN00000551,PRD00001,CUST00326,570.42,web,2025-06-07,CAMPAIGN1
TXN00000555,PRD00029,CUST00234,422.07,web,2025-04-09,CAMPAIGN1
TXN00000557,PRD00017,CUST00087,2934.76,web,2025-06-16,CAMPAIGN1
TXN00000559,PRD00019,CUST00181,1784.14,web,2025-06-19,
TXN00000561,PRD00004,CUST00034,3011.36,web,2025-05-03,CAMPAIGN2
TXN00000567,PRD00025,CUST00230,1742.53,web,2025-04-03,CAMPAIGN1
TXN00000569,PRD00075,CUST00062,1227.8,web,2025-05-10,CAMPAIGN1
TXN00000570,PRD00059,CUST00057,2012.81,web,2025-01-22,CAMPAIGN1
TXN00000571,PRD00007,CUST00144,1679.77,web,2025-01-05,
TXN00000575,PRD00041,CUST00261,2344.5,web,2025-06-03,
TXN00000576,PRD00059,CUST00263,1591.07,web,2025-02-17,CAMPAIGN2
TXN00000577,PRD00043,CUST00386,862.41,web,2025-06-17,CAMPAIGN2
TXN00000580,PRD00013,CUST00018,1824.48,web,2025-03-21,
TXN00000581,PRD00076,CUST00361,3473.05,web,2025-01-29,
TXN00000582,PRD00070,CUST00396,3410.21,web,2025-02-29,CAMPAIGN1
TXN00000585,PRD00038,CUST00023,1763.06,web,2025-06-04,CAMPAIGN2
TXN00000588,PRD00053,CUST00365,4912.65,web,2025-05-12,
TXN00000590,PRD00056,CUST00484,1204.5,web,2025-06-10,
TXN00000592,PRD00040,CUST00131,272.63,web,2025-02-16,CAMPAIGN1
TXN00000596,PRD00022,CUST00134,2974.52,web,2025-04-14,
TXN00000597,PRD00051,CUST00022,3828.85,web,2025-01-12,
TXN00000598,PRD00059,CUST00295,4074.24,web,2025-06-12,CAMPAIGN1
TXN00000600,PRD00074,CUST00311,614.79,web,2025-05-02,
TXN00000602,PRD00009,CUST00287,4866.24,web,2025-04-08,CAMPAIGN2
TXN00000606,PRD00003,CUST00220,3117.77,web,2025-04-05,CAMPAIGN1
TXN00000609,PRD00018,CUST00407,1989.3,web,2025-02-27,CAMPAIGN1
TXN00000611,PRD00007,CUST00194,514.51,web,2025-02-18,CAMPAIGN1
TXN00000615,PRD00043,CUST00145,4493.03,web,2025-01-03,CAMPAIGN1
TXN00000616,PRD00078,CUST00341,924.39,web,2025-02-02,CAMPAIGN2
TXN00000619,PRD00015,CUST00452,4435.44,web,2025-02-03,CAMPAIGN2
TXN00000621,PRD00087,CUST00138,1097.85,web,2025-04-15,CAMPAIGN1
TXN00000622,PRD00048,CUST00386,4610.91,web,2025-01-27,
TXN00000624,PRD00023,CUST00253,3955.03,web,2025-06-26,CAMPAIGN1
TXN00000626,PRD00085,CUST00028,2545.39,web,2025-03-15,CAMPAIGN1
TXN00000627,PRD00042,CUST00109,805.35,web,2025-03-01,CAMPAIGN1
TXN00000628,PRD00091,CUST00443,557.54,web,2025-04-20,
TXN00000629,PRD00018,CUST00182,2789.56,web,2025-01-04,
TXN00000632,PRD00038,CUST00106,1642.47,web,2025-06-29,CAMPAIGN1
TXN00000635,PRD00015,CUST00380,1385.16,web,2025-02-18,CAMPAIGN2
TXN00000638,PRD00039,CUST00219,1499.2,web,2025-01-04,
TXN00000640,PRD00006,CUST00087,1050.02,web,2025-03-21,
TXN00000645,PRD00048,CUST00404,2624.55,web,2025-06-18,CAMPAIGN1
TXN00000647,PRD00073,CUST00437,3270.92,web,2025-01-24,
TXN00000649,PRD00055,CUST00451,319.16,web,2025-05-12,
TXN00000651,PRD00099,CUST00076,2351.0,web,2025-04-10,
TXN00000655,PRD00018,CUST00478,2561.27,web,2025-02-12,CAMPAIGN1
TXN00000658,PRD00023,CUST00038,311.16,web,2025-06-24,CAMPAIGN2
TXN00000660,PRD00075,CUST00443,2358.44,web,2025-03-01,
TXN00000665,PRD00046,CUST00229,2903.4,web,2025-02-01,
TXN00000666,PRD00047,CUST00311,1736.0,web,2025-05-24,
TXN00000669,PRD00051,CUST00057,3679.92,web,2025-03-18,CAMPAIGN1
TXN00000672,PRD00055,CUST00083,4413.49,web,2025-01-07,CAMPAIGN1
TXN00000673,PRD00080,CUST00348,560.83,web,2025-01-28,CAMPAIGN2
TXN00000679,PRD00022,CUST00106,4341.87,web,2025-01-28,
TXN00000681,PRD00075,CUST00214,802.34,web,2025-05-14,CAMPAIGN2
TXN00000682,PRD00003,CUST00487,2062.16,web,2025-02-18,CAMPAIGN1
TXN00000685,PRD00039,CUST00182,317.61,web,2025-04-06,CAMPAIGN2
TXN00000687,PRD00099,CUST00116,1973.64,web,2025-02-27,
TXN00000690,PRD00067,CUST00213,1760.87,web,2025-06-07,CAMPAIGN1
TXN00000691,PRD00027,CUST00097,2954.13,web,2025-01-24,CAMPAIGN2
TXN00000693,PRD00020,CUST00321,3087.28,web,2025-03-30,
TXN00000697,PRD00019,CUST00088,729.46,web,2025-04-17,CAMPAIGN2
TXN00000698,PRD00092,CUST00311,3420.39,web,2025-04-21,CAMPAIGN1
TXN00000705,PRD00100,CUST00276,4722.86,web,2025-03-07,CAMPAIGN1
TXN00000711,PRD00099,CUST00473,4529.65,web,2025-01-29,CAMPAIGN1
TXN00000716,PRD00027,CUST00397,1784.9,web,2025-03-21,
TXN00000717,PRD00058,CUST00429,378.59,web,2025-03-20,CAMPAIGN1
TXN00000718,PRD00089,CUST00073,267.79,web,2025-05-03,CAMPAIGN1
TXN00000726,PRD00032,CUST00484,3962.1,web,2025-05-18,
TXN00000727,PRD00013,CUST00019,4469.09,web,2025-04-21,CAMPAIGN1
TXN00000728,PRD00064,CUST00079,3125.19,web,2025-02-16,CAMPAIGN1
TXN00000729,PRD00058,CUST00093,1842.39,web,2025-02-05,CAMPAIGN1
TXN00000732,PRD00035,CUST00011,4027.51,web,2025-02-27,CAMPAIGN2
TXN00000733,PRD00002,CUST00473,2506.67,web,2025-05-31,
TXN00000735,PRD00046,CUST00181,1977.92,web,2025-05-06,CAMPAIGN2
TXN00000740,PRD00015,CUST00032,2417.18,web,2025-04-15,CAMPAIGN1
TXN00000754,PRD00055,CUST00380,1195.6,web,2025-05-01,
TXN00000760,PRD00069,CUST00306,4597.59,web,2025-01-28,
TXN00000761,PRD00042,CUST00498,2779.74,web,2025-02-05,
TXN00000762,PRD00006,CUST00074,2486.4,web,2025-06-29,CAMPAIGN1
TXN00000767,PRD00098,CUST00073,2042.52,web,2025-03-29,CAMPAIGN2
TXN00000768,PRD00029,CUST00060,2625.58,web,2025-01-13,
TXN00000769,PRD00071,CUST00263,1572.43,web,2025-06-15,
TXN00000772,PRD00028,CUST00104,1056.85,web,2025-01-10,
TXN00000778,PRD00028,CUST00239,4505.94,web,2025-03-31,CAMPAIGN2
TXN00000779,PRD00054,CUST00159,4512.92,web,2025-01-31,CAMPAIGN2
TXN00000782,PRD00017,CUST00300,4921.09,web,2025-01-30,
TXN00000783,PRD00035,CUST00256,4724.4,web,2025-01-29,CAMPAIGN2
TXN00000786,PRD00081,CUST00084,3034.88,web,2025-01-20,CAMPAIGN2
TXN00000790,PRD00009,CUST00141,1776.74,web,2025-05-30,CAMPAIGN2
TXN00000791,PRD00056,CUST00388,3201.78,web,2025-06-22,CAMPAIGN1
TXN00000792,PRD00086,CUST00062,4158.14,web,2025-06-21,CAMPAIGN1
TXN00000796,PRD00096,CUST00371,4988.12,web,2025-01-12,CAMPAIGN1
TXN00000799,PRD00050,CUST00326,833.08,web,2025-03-04,CAMPAIGN1
TXN00000800,PRD00098,CUST00041,1388.69,web,2025-02-11,CAMPAIGN2
TXN00000801,PRD00038,CUST00451,1111.58,web,2025-06-21,CAMPAIGN1
TXN00000802,PRD00005,CUST00488,4687.42,web,2025-01-22,
TXN00000806,PRD00050,CUST00330,1045.01,web,2025-02-24,CAMPAIGN2
TXN00000808,PRD00095,CUST00451,3307.03,web,2025-06-13,CAMPAIGN1
TXN00000819,PRD00093,CUST00401,3211.15,web,2025-04-30,
TXN00000827,PRD00060,CUST00040,138.5,web,2025-06-13,CAMPAIGN2
TXN00000828,PRD00046,CUST00013,1080.84,web,2025-05-11,
TXN00000831,PRD00033,CUST00375,4882.13,web,2025-04-14,
TXN00000835,PRD00100,CUST00036,2069.25,web,2025-04-19,
TXN00000837,PRD00050,CUST00185,1802.13,web,2025-03-30,
TXN00000838,PRD00027,CUST00161,779.72,web,2025-06-22,CAMPAIGN1
TXN00000840,PRD00011,CUST00301,2615.34,web,2025-01-11,
TXN00000841,PRD00055,CUST00258,175.26,web,2025-04-18,CAMPAIGN1
TXN00000842,PRD00021,CUST00463,206.11,web,2025-01-13,CAMPAIGN1
TXN00000846,PRD00077,CUST00342,4121.61,web,2025-05-22,CAMPAIGN2
TXN00000847,PRD00087,CUST00222,358.64,web,2025-05-02,CAMPAIGN1
TXN00000848,PRD00077,CUST00391,1087.59,web,2025-04-07,
TXN00000849,PRD00070,CUST00065,2509.88,web,2025-05-02,CAMPAIGN1
TXN00000854,PRD00079,CUST00224,579.95,web,2025-04-14,CAMPAIGN2
TXN00000858,PRD00075,CUST00498,4633.4,web,2025-03-20,CAMPAIGN2
TXN00000867,PRD00010,CUST00037,500.97,web,2025-02-10,CAMPAIGN1
TXN00000869,PRD00060,CUST00467,342.89,web,2025-02-04,
TXN00000873,PRD00012,CUST00003,3913.47,web,2025-02-29,CAMPAIGN1
TXN00000874,PRD00097,CUST00030,2244.11,web,2025-01-09,CAMPAIGN1
TXN00000875,PRD00051,CUST00423,2853.73,web,2025-05-18,CAMPAIGN2
TXN00000877,PRD00021,CUST00159,1116.97,web,2025-04-10,CAMPAIGN1
TXN00000879,PRD00019,CUST00164,151.27,web,2025-03-02,
TXN00000881,PRD00061,CUST00500,740.59,web,2025-06-25,CAMPAIGN1
TXN00000883,PRD00060,CUST00148,2632.3,web,2025-03-25,CAMPAIGN1
TXN00000896,PRD00046,CUST00023,4488.98,web,2025-04-02,CAMPAIGN2
TXN00000898,PRD00044,CUST00384,916.96,web,2025-01-06,
TXN00000899,PRD00040,CUST00256,4183.97,web,2025-03-03,CAMPAIGN2
TXN00000900,PRD00077,CUST00236,1409.72,web,2025-03-11,
TXN00000901,PRD00085,CUST00369,4633.0,web,2025-03-14,CAMPAIGN2
TXN00000902,PRD00003,CUST00089,2873.91,web,2025-01-18,
TXN00000903,PRD00036,CUST00026,1375.1,web,2025-04-23,CAMPAIGN2
TXN00000908,PRD00080,CUST00344,3763.85,web,2025-05-04,CAMPAIGN1
TXN00000913,PRD00096,CUST00211,4312.39,web,2025-05-29,
TXN00000914,PRD00044,CUST00271,2587.83,web,2025-05-22,CAMPAIGN2
TXN00000915,PRD00051,CUST00114,4843.42,web,2025-06-01,CAMPAIGN1
TXN00000916,PRD00071,CUST00115,1179.42,web,2025-01-12,
TXN00000917,PRD00055,CUST00101,3624.94,web,2025-02-20,CAMPAIGN2
TXN00000923,PRD00050,CUST00223,2550.22,web,2025-02-03,CAMPAIGN1
TXN00000924,PRD00044,CUST00353,596.55,web,2025-03-06,CAMPAIGN1
TXN00000925,PRD00033,CUST00113,2296.44,web,2025-06-01,
TXN00000926,PRD00077,CUST00362,2167.34,web,2025-04-27,
TXN00000936,PRD00035,CUST00117,1774.86,web,2025-01-15,
TXN00000941,PRD00033,CUST00427,673.8,web,2025-06-01,
TXN00000952,PRD00024,CUST00180,395.76,web,2025-03-26,
TXN00000953,PRD00044,CUST00300,274.58,web,2025-01-04,
TXN00000958,PRD00076,CUST00157,1624.77,web,2025-04-01,
TXN00000960,PRD00083,CUST00275,3310.28,web,2025-06-04,
TXN00000961,PRD00098,CUST00055,1149.94,web,2025-06-27,CAMPAIGN1
TXN00000963,PRD00020,CUST00154,4520.28,web,2025-06-29,CAMPAIGN1
TXN00000966,PRD00092,CUST00416,1824.43,web,2025-01-24,CAMPAIGN1
TXN00000971,PRD00064,CUST00196,3013.28,web,2025-01-22,CAMPAIGN1
TXN00000972,PRD00044,CUST00289,1411.63,web,2025-02-28,CAMPAIGN2
TXN00000974,PRD00071,CUST00371,2100.02,web,2025-01-21,
TXN00000976,PRD00013,CUST00489,2359.21,web,2025-06-22,CAMPAIGN2
TXN00000983,PRD00070,CUST00172,2498.41,web,2025-01-11,
TXN00000990,PRD00047,CUST00187,2335.72,web,2025-06-01,
TXN00000991,PRD00004,CUST00072,822.49,web,2025-04-20,
TXN00000994,PRD00087,CUST00398,2818.92,web,2025-03-25,CAMPAIGN2
TXN00001002,PRD00072,CUST00307,2612.46,web,2025-03-04,CAMPAIGN2
TXN00001009,PRD00089,CUST00105,2761.11,web,2025-02-01,
TXN00001010,PRD00050,CUST00481,2787.34,web,2025-04-13,CAMPAIGN2
TXN00001016,PRD00057,CUST00277,851.73,web,2025-03-06,CAMPAIGN2
TXN00001018,PRD00054,CUST00449,2454.78,web,2025-06-03,CAMPAIGN2
TXN00001021,PRD00059,CUST00005,3177.59,web,2025-01-08,
TXN00001028,PRD00062,CUST00197,807.45,web,2025-01-15,CAMPAIGN1
TXN00001029,PRD00097,CUST00253,2367.93,web,2025-06-12,CAMPAIGN2
