transaction_id,product_id,customer_id,amount,channel,transaction_date,campaign_id
TXN00000381,PRD00048,CUST00068,3005.04,instore,2025-01-17,
TXN00000382,PRD00064,CUST00057,2267.99,instore,2025-06-27,CAMPAIGN1
TXN00000389,PRD00075,CUST00457,623.15,instore,2025-02-26,
TXN00000390,PRD00085,CUST00392,72.84,instore,2025-03-31,
TXN00000395,PRD00035,CUST00071,4509.51,instore,2025-06-14,
TXN00000399,PRD00099,CUST00020,2070.89,instore,2025-04-15,
TXN00000405,PRD00008,CUST00306,1209.36,instore,2025-06-20,
TXN00000407,PRD00053,CUST00072,3059.89,instore,2025-02-27,
TXN00000411,PRD00100,CUST00307,3689.45,instore,2025-06-15,
TXN00000412,PRD00030,CUST00050,1188.26,instore,2025-04-08,
TXN00000413,PRD00098,CUST00061,1275.46,instore,2025-06-06,
TXN00000415,PRD00018,CUST00165,3560.45,instore,2025-02-18,CAMPAIGN2
TXN00000418,PRD00056,CUST00146,107.16,instore,2025-02-04,
TXN00000420,PRD00025,CUST00249,4598.17,instore,2025-03-25,
TXN00000421,PRD00008,CUST00116,4182.97,instore,2025-02-09,CAMPAIGN2
TXN00000422,PRD00085,CUST00417,2575.55,instore,2025-05-26,
TXN00000423,PRD00072,CUST00395,2086.82,instore,2025-03-11,CAMPAIGN1
TXN00000426,PRD00097,CUST00129,2239.71,instore,2025-03-30,CAMPAIGN1
TXN00000427,PRD00049,CUST00391,4523.78,instore,2025-05-20,CAMPAIGN2
TXN00000429,PRD00043,CUST00312,1260.73,instore,2025-04-22,CAMPAIGN2
TXN00000430,PRD00040,CUST00312,4888.78,instore,2025-04-07,CAMPAIGN2
TXN00000434,PRD00095,CUST00347,91.55,instore,2025-04-30,CAMPAIGN2
TXN00000435,PRD00024,CUST00463,3217.46,instore,2025-04-11,CAMPAIGN1
TXN00000436,PRD00029,CUST00083,966.92,instore,2025-01-23,CAMPAIGN1
TXN00000438,PRD00093,CUST00090,2583.16,instore,2025-05-14,CAMPAIGN2
TXN00000443,PRD00022,CUST00009,2675.93,instore,2025-06-11,
TXN00000447,PRD00066,CUST00413,3507.06,instore,2025-04-24,CAMPAIGN1
TXN00000451,PRD00094,CUST00373,924.31,instore,2025-05-26,CAMPAIGN2
TXN00000455,PRD00070,CUST00172,3685.8,instore,2025-02-02,
TXN00000456,PRD00089,CUST00287,1778.47,instore,2025-03-10,CAMPAIGN2
TXN00000459,PRD00054,CUST00319,3322.91,instore,2025-01-02,
TXN00000462,PRD00011,CUST00395,1598.92,instore,2025-02-28,CAMPAIGN2
TXN00000463,PRD00031,CUST00112,1798.68,instore,2025-02-28,
TXN00000464,PRD00096,CUST00275,1221.96,instore,2025-02-02,CAMPAIGN2
TXN00000468,PRD00016,CUST00160,2868.66,instore,2025-02-26,CAMPAIGN2
TXN00000469,PRD00025,CUST00070,4351.21,instore,2025-02-24,CAMPAIGN2
TXN00000484,PRD00056,CUST00268,2900.53,instore,2025-02-11,CAMPAIGN1
TXN00000485,PRD00039,CUST00247,3733.28,instore,2025-01-07,CAMPAIGN1
TXN00000486,PRD00096,CUST00386,3088.39,instore,2025-01-23,
TXN00000490,PRD00035,CUST00275,3449.84,instore,2025-01-17,
TXN00000491,PRD00009,CUST00473,2083.33,instore,2025-05-02,CAMPAIGN2
TXN00000494,PRD00041,CUST00279,4599.75,instore,2025-04-16,CAMPAIGN2
TXN00000497,PRD00001,CUST00382,3773.62,instore,2025-04-08,
TXN00000500,PRD00041,CUST00081,4679.42,instore,2025-04-26,CAMPAIGN1
TXN00000501,PRD00063,CUST00034,220.68,instore,2025-04-29,
TXN00000503,PRD00044,CUST00014,1444.3,instore,2025-04-15,
TXN00000507,PRD00078,CUST00113,3408.55,instore,2025-06-21,
TXN00000511,PRD00060,CUST00227,560.6,instore,2025-06-08,
TXN00000514,PRD00033,CUST00151,3675.1,instore,2025-02-24,CAMPAIGN2
TXN00000515,PRD00085,CUST00302,3832.31,instore,2025-05-05,CAMPAIGN2
TXN00000516,PRD00066,CUST00177,2935.09,instore,2025-04-26,CAMPAIGN2
TXN00000527,PRD00016,CUST00040,4076.47,instore,2025-04-23,CAMPAIGN2
TXN00000531,PRD00031,CUST00320,3055.42,instore,2025-05-01,CAMPAIGN2
TXN00000534,PRD00078,CUST00191,3389.64,instore,2025-06-27,CAMPAIGN1
TXN00000536,PRD00044,CUST00211,430.55,instore,2025-02-21,CAMPAIGN1
TXN00000538,PRD00026,CUST00006,3374.17,instore,2025-03-04,CAMPAIGN1
TXN00000542,PRD00007,CUST00208,2809.62,instore,2025-04-20,
TXN00000543,PRD00055,CUST00496,4373.05,instore,2025-06-29,CAMPAIGN2
TXN00000550,PRD00087,CUST00172,4184.97,instore,2025-03-02,CAMPAIGN1
TXN00000552,PRD00004,CUST00003,2060.84,instore,2025-05-18,
TXN00000560,PRD00061,CUST00473,1373.51,instore,2025-03-14,CAMPAIGN1
TXN00000562,PRD00007,CUST00366,4039.27,instore,2025-06-08,CAMPAIGN2
TXN00000563,PRD00012,CUST00166,96.57,instore,2025-06-14,CAMPAIGN1
TXN00000565,PRD00047,CUST00286,1783.97,instore,2025-04-02,CAMPAIGN1
TXN00000566,PRD00091,CUST00064,4382.66,instore,2025-05-24,CAMPAIGN2
TXN00000572,PRD00072,CUST00098,3694.77,instore,2025-06-16,
TXN00000573,PRD00069,CUST00307,858.63,instore,2025-03-16,
TXN00000574,PRD00017,CUST00136,3280.59,instore,2025-02-23,CAMPAIGN1
TXN00000579,PRD00022,CUST00336,1421.67,instore,2025-03-28,CAMPAIGN1
TXN00000583,PRD00086,CUST00053,366.2,instore,2025-03-04,CAMPAIGN1
TXN00000587,PRD00031,CUST00078,4194.23,instore,2025-06-12,CAMPAIGN1
TXN00000589,PRD00096,CUST00305,2443.69,instore,2025-02-12,
TXN00000591,PRD00093,CUST00426,2127.5,instore,2025-01-24,CAMPAIGN1
TXN00000593,PRD00022,CUST00372,2604.81,instore,2025-02-09,CAMPAIGN1
TXN00000595,PRD00039,CUST00387,4167.58,instore,2025-05-31,CAMPAIGN2
TXN00000601,PRD00082,CUST00244,4319.67,instore,2025-05-06,CAMPAIGN2
TXN00000603,PRD00098,CUST00487,1025.17,instore,2025-01-05,
TXN00000604,PRD00080,CUST00064,1725.67,instore,2025-04-05,CAMPAIGN2
TXN00000613,PRD00052,CUST00357,2104.63,instore,2025-01-28,
TXN00000620,PRD00050,CUST00131,1659.48,instore,2025-05-23,CAMPAIGN1
TXN00000623,PRD00067,CUST00137,4238.2,instore,2025-04-27,CAMPAIGN1
TXN00000633,PRD00100,CUST00372,3799.81,instore,2025-03-11,CAMPAIGN1
TXN00000641,PRD00021,CUST00096,769.8,instore,2025-04-26,
TXN00000642,PRD00090,CUST00258,2609.84,instore,2025-02-26,CAMPAIGN1
TXN00000643,PRD00047,CUST00483,386.12,instore,2025-05-02,CAMPAIGN1
TXN00000650,PRD00081,CUST00494,2671.08,instore,2025-05-31,CAMPAIGN2
TXN00000652,PRD00098,CUST00080,307.98,instore,2025-02-02,CAMPAIGN2
TXN00000653,PRD00081,CUST00335,2087.51,instore,2025-05-24,
TXN00000656,PRD00046,CUST00315,2490.6,instore,2025-01-21,CAMPAIGN1
TXN00000662,PRD00032,CUST00090,2622.31,instore,2025-02-21,
TXN00000664,PRD00093,CUST00458,4657.26,instore,2025-03-27,CAMPAIGN2
TXN00000670,PRD00068,CUST00090,689.87,instore,2025-02-01,
TXN00000671,PRD00032,CUST00373,1211.29,instore,2025-01-30,CAMPAIGN2
TXN00000674,PRD00017,CUST00342,4337.32,instore,2025-06-23,CAMPAIGN1
TXN00000680,PRD00056,CUST00367,4238.56,instore,2025-03-14,CAMPAIGN2
TXN00000684,PRD00003,CUST00395,1236.05,instore,2025-02-10,CAMPAIGN2
TXN00000689,PRD00070,CUST00332,4749.46,instore,2025-03-17,CAMPAIGN1
TXN00000692,PRD00062,CUST00378,4263.52,instore,2025-02-02,CAMPAIGN1
TXN00000694,PRD00032,CUST00163,1635.98,instore,2025-05-28,CAMPAIGN1
TXN00000696,PRD00088,CUST00355,2708.44,instore,2025-03-16,
TXN00000699,PRD00031,CUST00458,1258.81,instore,2025-04-13,CAMPAIGN1
TXN00000700,PRD00069,CUST00289,2223.41,instore,2025-04-03,CAMPAIGN1
TXN00000702,PRD00100,CUST00413,3232.65,instore,2025-06-03,CAMPAIGN1
TXN00000703,PRD00035,CUST00103,4859.45,instore,2025-06-21,
TXN00000704,PRD00036,CUST00216,4273.31,instore,2025-03-20,CAMPAIGN1
TXN00000707,PRD00048,CUST00224,2268.59,instore,2025-02-25,CAMPAIGN2
TXN00000708,PRD00024,CUST00058,846.69,instore,2025-03-28,CAMPAIGN1
TXN00000709,PRD00093,CUST00311,3897.9,instore,2025-02-10,CAMPAIGN2
TXN00000712,PRD00074,CUST00429,1482.96,instore,2025-02-17,CAMPAIGN2
TXN00000713,PRD00066,CUST00080,4283.38,instore,2025-01-13,CAMPAIGN1
TXN00000721,PRD00020,CUST00158,1078.16,instore,2025-04-12,CAMPAIGN2
TXN00000722,PRD00021,CUST00089,3958.95,instore,2025-03-23,CAMPAIGN2
TXN00000723,PRD00053,CUST00325,1370.44,instore,2025-03-08,CAMPAIGN2
TXN00000730,PRD00013,CUST00474,1324.24,instore,2025-04-28,CAMPAIGN1
TXN00000737,PRD00026,CUST00170,3753.75,instore,2025-02-05,
TXN00000741,PRD00002,CUST00167,4018.09,instore,2025-03-03,CAMPAIGN2
TXN00000742,PRD00056,CUST00014,4170.36,instore,2025-05-15,
TXN00000743,PRD00035,CUST00086,4320.82,instore,2025-01-31,CAMPAIGN2
TXN00000744,PRD00054,CUST00139,3586.3,instore,2025-05-23,CAMPAIGN2
TXN00000747,PRD00002,CUST00066,576.28,instore,2025-01-22,CAMPAIGN1
TXN00000748,PRD00066,CUST00274,4603.17,instore,2025-04-15,CAMPAIGN2
TXN00000750,PRD00100,CUST00075,2465.29,instore,2025-02-10,CAMPAIGN1
TXN00000751,PRD00065,CUST00296,4337.53,instore,2025-06-13,CAMPAIGN1
TXN00000756,PRD00057,CUST00406,662.82,instore,2025-02-04,
TXN00000758,PRD00057,CUST00051,3890.76,instore,2025-01-19,
TXN00000759,PRD00056,CUST00159,4143.69,instore,2025-02-20,
TXN00000763,PRD00099,CUST00424,4281.92,instore,2025-01-03,CAMPAIGN1
TXN00000764,PRD00043,CUST00482,1402.56,instore,2025-02-12,CAMPAIGN2
TXN00000770,PRD00016,CUST00030,4630.69,instore,2025-01-29,
TXN00000773,PRD00029,CUST00109,941.51,instore,2025-02-26,CAMPAIGN1
TXN00000774,PRD00062,CUST00458,4431.88,instore,2025-06-11,CAMPAIGN1
TXN00000776,PRD00009,CUST00380,3604.72,instore,2025-02-26,CAMPAIGN1
TXN00000787,PRD00033,CUST00079,4193.56,instore,2025-01-13,CAMPAIGN2
TXN00000793,PRD00010,CUST00486,3539.03,instore,2025-02-22,CAMPAIGN2
TXN00000794,PRD00082,CUST00431,4012.62,instore,2025-04-28,CAMPAIGN2
TXN00000797,PRD00071,CUST00322,2677.12,instore,2025-01-25,CAMPAIGN1
TXN00000798,PRD00051,CUST00014,3901.39,instore,2025-05-26,CAMPAIGN2
TXN00000803,PRD00028,CUST00311,3097.84,instore,2025-04-25,
TXN00000804,PRD00092,CUST00473,54.11,instore,2025-02-15,
TXN00000805,PRD00040,CUST00260,302.44,instore,2025-04-07,CAMPAIGN1
TXN00000807,PRD00079,CUST00038,4311.24,instore,2025-03-30,CAMPAIGN1
TXN00000814,PRD00012,CUST00163,814.38,instore,2025-03-18,CAMPAIGN1
TXN00000818,PRD00009,CUST00443,2152.28,instore,2025-04-14,CAMPAIGN2
TXN00000820,PRD00082,CUST00246,3815.35,instore,2025-06-02,
TXN00000821,PRD00041,CUST00018,73.96,instore,2025-05-22,CAMPAIGN2
TXN00000824,PRD00100,CUST00459,2403.16,instore,2025-04-24,
TXN00000829,PRD00002,CUST00270,4131.87,instore,2025-01-26,CAMPAIGN2
TXN00000832,PRD00006,CUST00109,1126.22,instore,2025-04-29,CAMPAIGN1
TXN00000833,PRD00019,CUST00334,3104.79,instore,2025-05-26,CAMPAIGN1
TXN00000834,PRD00047,CUST00125,2531.0,instore,2025-05-16,CAMPAIGN2
TXN00000839,PRD00061,CUST00401,944.61,instore,2025-05-02,CAMPAIGN2
TXN00000843,PRD00090,CUST00099,1549.93,instore,2025-01-03,CAMPAIGN1
TXN00000845,PRD00046,CUST00243,623.86,instore,2025-03-20,CAMPAIGN1
TXN00000852,PRD00052,CUST00251,4608.83,instore,2025-02-05,CAMPAIGN2
TXN00000856,PRD00029,CUST00296,4196.44,instore,2025-02-03,CAMPAIGN2
TXN00000857,PRD00063,CUST00322,1887.66,instore,2025-05-20,CAMPAIGN1
TXN00000859,PRD00040,CUST00380,4568.04,instore,2025-05-18,CAMPAIGN1
TXN00000860,PRD00037,CUST00480,2129.43,instore,2025-01-12,CAMPAIGN1
TXN00000861,PRD00076,CUST00236,1896.73,instore,2025-06-07,
TXN00000863,PRD00052,CUST00310,436.09,instore,2025-04-19,CAMPAIGN1
TXN00000864,PRD00038,CUST00461,4578.88,instore,2025-03-29,CAMPAIGN2
TXN00000865,PRD00018,CUST00313,4759.44,instore,2025-05-01,
TXN00000866,PRD00038,CUST00499,3428.72,instore,2025-01-11,CAMPAIGN2
TXN00000870,PRD00024,CUST00108,2507.63,instore,2025-04-29,CAMPAIGN1
TXN00000872,PRD00063,CUST00009,563.8,instore,2025-01-03,CAMPAIGN2
TXN00000876,PRD00075,CUST00115,572.31,instore,2025-05-13,
TXN00000882,PRD00091,CUST00020,96.05,instore,2025-01-17,CAMPAIGN2
TXN00000884,PRD00077,CUST00346,221.69,instore,2025-01-18,CAMPAIGN2
TXN00000890,PRD00020,CUST00209,2383.72,instore,2025-04-20,CAMPAIGN2
TXN00000891,PRD00026,CUST00296,343.8,instore,2025-04-05,
TXN00000893,PRD00066,CUST00460,3040.8,instore,2025-03-24,CAMPAIGN1
TXN00000897,PRD00095,CUST00416,865.14,instore,2025-03-31,CAMPAIGN2
TXN00000906,PRD00068,CUST00473,4428.3,instore,2025-06-02,CAMPAIGN1
TXN00000910,PRD00057,CUST00373,1156.4,instore,2025-02-01,CAMPAIGN2
TXN00000911,PRD00063,CUST00257,4900.44,instore,2025-05-18,
TXN00000912,PRD00005,CUST00367,4354.89,instore,2025-05-11,CAMPAIGN2
TXN00000918,PRD00002,CUST00164,4042.16,instore,2025-02-15,
TXN00000919,PRD00073,CUST00382,2918.37,instore,2025-05-31,CAMPAIGN2
TXN00000921,PRD00028,CUST00232,4894.12,instore,2025-02-17,CAMPAIGN1
TXN00000933,PRD00029,CUST00394,1268.11,instore,2025-03-31,CAMPAIGN1
TXN00000934,PRD00031,CUST00468,4300.99,instore,2025-01-11,CAMPAIGN2
TXN00000935,PRD00080,CUST00424,786.35,instore,2025-02-26,CAMPAIGN1
TXN00000940,PRD00051,CUST00164,73.58,instore,2025-01-12,CAMPAIGN1
TXN00000943,PRD00052,CUST00137,415.43,instore,2025-05-14,CAMPAIGN2
TXN00000944,PRD00057,CUST00029,1754.55,instore,2025-06-27,
TXN00000947,PRD00061,CUST00039,1459.7,instore,2025-01-26,
TXN00000955,PRD00003,CUST00204,4767.26,instore,2025-02-12,CAMPAIGN1
TXN00000956,PRD00073,CUST00343,465.67,instore,2025-01-08,CAMPAIGN1
TXN00000962,PRD00087,CUST00239,451.43,instore,2025-05-12,CAMPAIGN2
TXN00000969,PRD00099,CUST00410,2264.98,instore,2025-03-23,CAMPAIGN2
TXN00000970,PRD00002,CUST00012,2232.0,instore,2025-05-23,CAMPAIGN1
TXN00000975,PRD00099,CUST00087,1403.8,instore,2025-05-16,CAMPAIGN2
TXN00000979,PRD00055,CUST00023,2576.32,instore,2025-05-25,CAMPAIGN2
TXN00000981,PRD00091,CUST00283,1664.93,instore,2025-02-22,
TXN00000982,PRD00016,CUST00056,2218.68,instore,2025-01-18,CAMPAIGN1
TXN00000984,PRD00086,CUST00447,4939.45,instore,2025-04-22,CAMPAIGN1
TXN00000992,PRD00044,CUST00458,2237.54,instore,2025-03-08,
TXN00000995,PRD00041,CUST00427,2202.72,instore,2025-06-08,CAMPAIGN2
TXN00000996,PRD00094,CUST00356,3074.95,instore,2025-03-23,CAMPAIGN2
TXN00000998,PRD00045,CUST00095,4172.21,instore,2025-02-04,CAMPAIGN2
TXN00000999,PRD00023,CUST00282,2740.46,instore,2025-06-16,CAMPAIGN1
TXN00001000,PRD00035,CUST00256,1920.86,instore,2025-05-05,CAMPAIGN1
TXN00001003,PRD00047,CUST00180,1699.95,instore,2025-01-27,CAMPAIGN1
TXN00001004,PRD00045,CUST00462,3326.2,instore,2025-01-16,CAMPAIGN1
TXN00001007,PRD00100,CUST00102,3138.43,instore,2025-01-08,CAMPAIGN1
TXN00001008,PRD00063,CUST00441,3057.16,instore,2025-04-28,
TXN00001011,PRD00082,CUST00258,4610.22,instore,2025-04-05,CAMPAIGN1
TXN00001013,PRD00096,CUST00391,3091.63,instore,2025-01-22,
TXN00001014,PRD00075,CUST00076,4496.66,instore,2025-05-09,CAMPAIGN2
TXN00001015,PRD00026,CUST00179,3700.26,instore,2025-05-20,
TXN00001017,PRD00022,CUST00385,3031.21,instore,2025-06-23,CAMPAIGN2
TXN00001024,PRD00081,CUST00307,4991.78,instore,2025-03-25,
TXN00001027,PRD00094,CUST00384,1470.51,instore,2025-05-16,
TXN00001030,PRD00049,CUST00017,4586.27,instore,2025-01-05,CAMPAIGN2
TXN00001034,PRD00002,CUST00038,3867.96,instore,2025-06-16,CAMPAIGN1
TXN00001039,PRD00036,CUST00274,656.92,instore,2025-05-28,CAMPAIGN2
TXN00001040,PRD00002,CUST00299,2509.77,instore,2025-02-22,CAMPAIGN2
TXN00001042,PRD00042,CUST00230,3714.99,instore,2025-03-01,
TXN00001043,PRD00090,CUST00077,412.5,instore,2025-02-27,CAMPAIGN1
TXN00001046,PRD00077,CUST00046,1504.57,instore,2025-02-16,CAMPAIGN2
